33087,1392091,10-K,edgar/data/1392091/0001392091-11-000007.txt,16MAR2011\
33088,1383154,10-K,edgar/data/1383154/0001140377-11-000027.txt,15APR2011\
33089,1394159,10-K,edgar/data/1394159/0000950123-11-020094.txt,01MAR2011\
33090,1355677,10-K,edgar/data/1355677/0001387308-11-000036.txt,14JUL2011\
33091,1296205,10-K,edgar/data/1296205/0001013762-11-000711.txt,25MAR2011\
33092,1396838,10-K,edgar/data/1396838/0000950123-11-024472.txt,11MAR2011\
33093,1398659,10-K,edgar/data/1398659/0001193125-11-052096.txt,01MAR2011\
33094,1348259,10-K,edgar/data/1348259/0000950123-11-015701.txt,18FEB2011\
33095,1398551,10-K,edgar/data/1398551/0001144204-11-014483.txt,14MAR2011\
33096,1397187,10-K,edgar/data/1397187/0000950123-11-026220.txt,17MAR2011\
33097,1388982,10-K,edgar/data/1388982/0001468429-11-000006.txt,04MAR2011\
33098,1377720,10-K,edgar/data/1377720/0001144204-11-019615.txt,01APR2011\
33099,1464790,10-K,edgar/data/1464790/0001193125-11-085048.txt,31MAR2011\
33100,1346655,10-K,edgar/data/1346655/0001432093-11-000242.txt,21APR2011\
33101,1367408,10-K,edgar/data/1367408/0001002014-11-000013.txt,12JAN2011\
33102,1099590,10-K,edgar/data/1099590/0000950123-11-018724.txt,25FEB2011\
33103,1124610,10-K,edgar/data/1124610/0001193125-11-050075.txt,28FEB2011\
33104,1398797,10-K,edgar/data/1398797/0001144204-11-054390.txt,23SEP2011\
33105,1087294,10-K,edgar/data/1087294/0000950123-11-024871.txt,11MAR2011\
33106,1400400,10-K,edgar/data/1400400/0001047469-11-003935.txt,21APR2011\
33107,1382231,10-K,edgar/data/1382231/0001354488-11-001747.txt,31MAY2011\
33108,1400000,10-K,edgar/data/1400000/0001211524-11-000229.txt,13SEP2011\
33109,87050,10-K,edgar/data/87050/0001213900-11-001667.txt,31MAR2011\
33110,1376339,10-K,edgar/data/1376339/0000950123-11-031624.txt,31MAR2011\
33111,1375686,10-K,edgar/data/1375686/0001204459-11-000820.txt,28MAR2011\
33112,1393044,10-K,edgar/data/1393044/0001331186-11-000011.txt,15APR2011\
33113,1360530,10-K,edgar/data/1360530/0001193125-11-060842.txt,09MAR2011\
33114,1402857,10-K,edgar/data/1402857/0001078782-11-000992.txt,14APR2011\
33115,1395864,10-K,edgar/data/1395864/0001157523-11-001353.txt,03MAR2011\
33116,1335105,10-K,edgar/data/1335105/0001144204-11-017576.txt,28MAR2011\
33117,1383088,10-K,edgar/data/1383088/0001165527-11-000036.txt,13JAN2011\
33118,1355042,10-K,edgar/data/1355042/0001144204-11-018582.txt,31MAR2011\
33119,1384365,10-K,edgar/data/1384365/0001393905-11-000178.txt,30MAR2011\
33120,816761,10-K,edgar/data/816761/0001193125-11-051934.txt,01MAR2011\
33121,1370544,10-K,edgar/data/1370544/0001019687-11-002887.txt,01SEP2011\
33122,1398664,10-K,edgar/data/1398664/0001384072-11-000020.txt,01MAR2011\
