310569,"ANHEUSER-BUSCH COMPANIES, INC.",10-K,10-Mar-05,https://www.sec.gov/Archives/edgar/data/310569/000106880005000163/ab10k.txt
310569,"ANHEUSER-BUSCH COMPANIES, INC.",10-K,9-Mar-06,https://www.sec.gov/Archives/edgar/data/310569/000106880006000185/ab10k.htm
310569,"ANHEUSER-BUSCH COMPANIES, INC.",10-K,1-Mar-07,https://www.sec.gov/Archives/edgar/data/310569/000106880007000566/ab10k.htm
310569,"ANHEUSER-BUSCH COMPANIES, INC.",10-K,29-Feb-08,https://www.sec.gov/Archives/edgar/data/310569/000106880008000087/ab.htm
18230,CATERPILLAR INC,10-K,15-Mar-01,https://www.sec.gov/Archives/edgar/data/18230/000001823001500017/tenk.htm
18230,CATERPILLAR INC,10-K,31-Mar-03,https://www.sec.gov/Archives/edgar/data/18230/000001823003000130/form10k_2002.htm
18230,CATERPILLAR INC,10-K,10-Mar-04,https://www.sec.gov/Archives/edgar/data/18230/000001823004000161/form10k_2003.htm
18230,CATERPILLAR INC,10-K,24-Feb-05,https://www.sec.gov/Archives/edgar/data/18230/000001823005000218/form10k_2004.htm
18230,CATERPILLAR INC,10-K,22-Feb-06,https://www.sec.gov/Archives/edgar/data/18230/000001823006000139/form10k_2005.htm
18230,CATERPILLAR INC,10-K,23-Feb-07,https://www.sec.gov/Archives/edgar/data/18230/000001823007000053/form10k_2006.htm
18230,CATERPILLAR INC,10-K,22-Feb-08,https://www.sec.gov/Archives/edgar/data/18230/000001823008000052/form10k_2007.htm
18230,CATERPILLAR INC,10-K,20-Feb-09,https://www.sec.gov/Archives/edgar/data/18230/000001823009000063/form10k_2008.htm
18230,CATERPILLAR INC,10-K,19-Feb-10,https://www.sec.gov/Archives/edgar/data/18230/000001823010000092/form10k_2009.htm
18230,CATERPILLAR INC,10-K,22-Feb-11,https://www.sec.gov/Archives/edgar/data/18230/000110465911008938/a10-18643_110k.htm
18230,CATERPILLAR INC,10-K,21-Feb-12,https://www.sec.gov/Archives/edgar/data/18230/000110465912011331/a12-2184_110k.htm
18230,CATERPILLAR INC,10-K,19-Feb-13,https://www.sec.gov/Archives/edgar/data/18230/000001823013000075/cat_10-kx12312012.htm
18230,CATERPILLAR INC,10-K,18-Feb-14,https://www.sec.gov/Archives/edgar/data/18230/000001823014000058/cat_10-kx12312013.htm
18230,CATERPILLAR INC,10-K,17-Feb-15,https://www.sec.gov/Archives/edgar/data/18230/000001823015000061/cat_10-kx12312014.htm
18230,CATERPILLAR INC,10-K,16-Feb-16,https://www.sec.gov/Archives/edgar/data/18230/000001823016000410/cat_10-kx12312015.htm
18230,CATERPILLAR INC,10-K,15-Feb-17,https://www.sec.gov/Archives/edgar/data/18230/000001823017000041/cat_10-kx12312016.htm
18230,CATERPILLAR INC,10-K,15-Feb-18,https://www.sec.gov/Archives/edgar/data/18230/000001823018000042/cat_10-kx12312017.htm
18230,CATERPILLAR INC,10-K,14-Feb-19,https://www.sec.gov/Archives/edgar/data/18230/000001823019000034/cat_10-kx12312018.htm
936468,LOCKHEED MARTIN CORP,10-K,9-Mar-01,https://www.sec.gov/Archives/edgar/data/936468/000092838501000795/0000928385-01-000795-0001.txt
936468,LOCKHEED MARTIN CORP,10-K,7-Mar-02,https://www.sec.gov/Archives/edgar/data/936468/000092838502000673/d10k.txt
936468,LOCKHEED MARTIN CORP,10-K,6-Mar-03,https://www.sec.gov/Archives/edgar/data/936468/000092838503000487/d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,8-Mar-04,https://www.sec.gov/Archives/edgar/data/936468/000119312504035751/d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,28-Feb-05,https://www.sec.gov/Archives/edgar/data/936468/000119312505038829/d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,28-Feb-06,https://www.sec.gov/Archives/edgar/data/936468/000119312506040986/d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,26-Feb-07,https://www.sec.gov/Archives/edgar/data/936468/000119312507039899/d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,28-Feb-08,https://www.sec.gov/Archives/edgar/data/936468/000119312508041793/d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,26-Feb-09,https://www.sec.gov/Archives/edgar/data/936468/000119312509038670/d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,25-Feb-10,https://www.sec.gov/Archives/edgar/data/936468/000119312510040520/d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,25-Feb-11,https://www.sec.gov/Archives/edgar/data/936468/000119312511045739/d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,23-Feb-12,https://www.sec.gov/Archives/edgar/data/936468/000119312512074929/d221578d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,28-Feb-13,https://www.sec.gov/Archives/edgar/data/936468/000119312513082873/d428940d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,14-Feb-14,https://www.sec.gov/Archives/edgar/data/936468/000119312514055034/d621068d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,9-Feb-15,https://www.sec.gov/Archives/edgar/data/936468/000119312515038681/d808572d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,24-Feb-16,https://www.sec.gov/Archives/edgar/data/936468/000119312516476010/d62685d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,9-Feb-17,https://www.sec.gov/Archives/edgar/data/936468/000119312517036192/d290249d10k.htm
936468,LOCKHEED MARTIN CORP,10-K,6-Feb-18,https://www.sec.gov/Archives/edgar/data/936468/000093646818000009/lmtq4201710k.htm
936468,LOCKHEED MARTIN CORP,10-K,8-Feb-19,https://www.sec.gov/Archives/edgar/data/936468/000093646819000009/lmtq4201810k.htm
21267,COASTAL CORP,10-K,22-Feb-00,https://www.sec.gov/index.htm
21267,EL PASO CGP CO,10-K,1-Apr-03,https://www.sec.gov/Archives/edgar/data/21267/000095012903001762/h01603e10vk.txt
21267,EL PASO CGP CO,10-K,12-Oct-04,https://www.sec.gov/Archives/edgar/data/21267/000095012904007744/h15955e10vk.txt
21267,EL PASO CGP CO,10-K,15-Apr-05,https://www.sec.gov/Archives/edgar/data/21267/000095012905003751/h22962e10vk.htm
310158,SCHERING PLOUGH CORP,10-K,2-Mar-00,https://www.sec.gov/index.htm
310158,SCHERING PLOUGH CORP,10-K,13-Mar-01,https://www.sec.gov/Archives/edgar/data/310158/000031015801500003/final10k.htm
310158,SCHERING PLOUGH CORP,10-K,29-Mar-02,https://www.sec.gov/Archives/edgar/data/310158/000031015802000002/body.htm
310158,SCHERING PLOUGH CORP,10-K,10-Mar-03,https://www.sec.gov/Archives/edgar/data/310158/000031015803000008/tenkdoc.htm
310158,SCHERING PLOUGH CORP,10-K,26-Feb-04,https://www.sec.gov/Archives/edgar/data/310158/000095012304002379/y94582e10vk.htm
310158,SCHERING PLOUGH CORP,10-K,9-Mar-05,https://www.sec.gov/Archives/edgar/data/310158/000095012305002785/y05567e10vk.htm
310158,SCHERING PLOUGH CORP,10-K,28-Feb-06,https://www.sec.gov/Archives/edgar/data/310158/000095012306002367/y17883e10vk.htm
310158,SCHERING PLOUGH CORP,10-K,28-Feb-07,https://www.sec.gov/Archives/edgar/data/310158/000095012307002869/y30437e10vk.htm
310158,SCHERING PLOUGH CORP,10-K,29-Feb-08,https://www.sec.gov/Archives/edgar/data/310158/000095012308002339/y50144e10vk.htm
310158,SCHERING PLOUGH CORP,10-K,27-Feb-09,https://www.sec.gov/Archives/edgar/data/310158/000095012309003694/y74771e10vk.htm
310158,Merck & Co. Inc.,10-K,1-Mar-10,https://www.sec.gov/Archives/edgar/data/310158/000095012310018679/y81622e10vk.htm
310158,Merck & Co. Inc.,10-K,28-Feb-11,https://www.sec.gov/Archives/edgar/data/310158/000095012311019286/y87773e10vk.htm
310158,Merck & Co. Inc.,10-K,28-Feb-12,https://www.sec.gov/Archives/edgar/data/310158/000119312512084319/d274705d10k.htm
310158,Merck & Co. Inc.,10-K,28-Feb-13,https://www.sec.gov/Archives/edgar/data/310158/000119312513084618/d438975d10k.htm
310158,Merck & Co. Inc.,10-K,27-Feb-14,https://www.sec.gov/Archives/edgar/data/310158/000031015814000009/mrk1231201310k.htm
310158,"Merck & Co., Inc.",10-K,27-Feb-15,https://www.sec.gov/Archives/edgar/data/310158/000031015815000005/mrk1231201410k.htm
310158,"Merck & Co., Inc.",10-K,26-Feb-16,https://www.sec.gov/Archives/edgar/data/310158/000031015816000063/mrk1231201510k.htm
310158,"Merck & Co., Inc.",10-K,28-Feb-17,https://www.sec.gov/Archives/edgar/data/310158/000031015817000010/mrk1231201610k.htm
310158,"Merck & Co., Inc.",10-K,27-Feb-18,https://www.sec.gov/Archives/edgar/data/310158/000031015818000005/mrk1231201710k.htm
310158,"Merck & Co., Inc.",10-K,27-Feb-19,https://www.sec.gov/Archives/edgar/data/310158/000031015819000014/mrk1231201810k.htm
7694,ASHLAND INC,10-K,3-Dec-02,https://www.sec.gov/Archives/edgar/data/7694/000000769402000187/finalk.txt
7694,ASHLAND INC,10-K,1-Dec-03,https://www.sec.gov/Archives/edgar/data/7694/000000769403000186/form10k93003.txt
7694,ASHLAND INC,10-K,14-Dec-04,https://www.sec.gov/Archives/edgar/data/7694/000000769404000179/form10k1204.txt
4281,ALCOA INC,10-K,5-Mar-02,https://www.sec.gov/Archives/edgar/data/4281/000102140802003033/d10k.txt
4281,ALCOA INC,10-K,28-Feb-03,https://www.sec.gov/Archives/edgar/data/4281/000092701603000933/d10k.htm
4281,ALCOA INC,10-K,27-Feb-04,https://www.sec.gov/Archives/edgar/data/4281/000119312504031464/d10k.htm
4281,ALCOA INC,10-K,18-Feb-05,https://www.sec.gov/Archives/edgar/data/4281/000119312505033143/d10k.htm
4281,ALCOA INC,10-K,17-Feb-06,https://www.sec.gov/Archives/edgar/data/4281/000119312506034739/d10k.htm
4281,ALCOA INC,10-K,15-Feb-07,https://www.sec.gov/Archives/edgar/data/4281/000119312507033124/d10k.htm
4281,ALCOA INC,10-K,15-Feb-08,https://www.sec.gov/Archives/edgar/data/4281/000119312508032695/d10k.htm
4281,ALCOA INC,10-K,17-Feb-09,https://www.sec.gov/Archives/edgar/data/4281/000119312509029469/d10k.htm
4281,ALCOA INC,10-K,18-Feb-10,https://www.sec.gov/Archives/edgar/data/4281/000119312510034308/d10k.htm
4281,ALCOA INC,10-K,17-Feb-11,https://www.sec.gov/Archives/edgar/data/4281/000119312511039230/d10k.htm
4281,ALCOA INC,10-K,16-Feb-12,https://www.sec.gov/Archives/edgar/data/4281/000119312512065493/d257313d10k.htm
4281,ALCOA INC,10-K,15-Feb-13,https://www.sec.gov/Archives/edgar/data/4281/000119312513062916/d448525d10k.htm
4281,ALCOA INC,10-K,13-Feb-14,https://www.sec.gov/Archives/edgar/data/4281/000119312514051516/d634164d10k.htm
4281,ALCOA INC.,10-K,19-Feb-15,https://www.sec.gov/Archives/edgar/data/4281/000119312515054376/d836461d10k.htm
4281,ALCOA INC.,10-K,19-Feb-16,https://www.sec.gov/Archives/edgar/data/4281/000119312516470162/d216801d10k.htm
4281,Arconic Inc.,10-K,28-Feb-17,https://www.sec.gov/Archives/edgar/data/4281/000119312517062657/d293282d10k.htm
4281,Arconic Inc.,10-K,26-Feb-18,https://www.sec.gov/Archives/edgar/data/4281/000000428118000042/form10k.htm
4281,Arconic Inc.,10-K,21-Feb-19,https://www.sec.gov/Archives/edgar/data/4281/000000428119000031/form10k_4q18.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,28-Sep-01,https://www.sec.gov/Archives/edgar/data/7084/000000708401500047/adm10k2001.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,20-Sep-02,https://www.sec.gov/Archives/edgar/data/7084/000000708402000017/adm10k02.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,3-Sep-03,https://www.sec.gov/Archives/edgar/data/7084/000000708403000063/adm10k2003.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,8-Sep-04,https://www.sec.gov/Archives/edgar/data/7084/000000708404000364/adm10-k04.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,9-Sep-05,https://www.sec.gov/Archives/edgar/data/7084/000000708405000350/adm10kfy05.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,11-Sep-06,https://www.sec.gov/Archives/edgar/data/7084/000000708406000401/adm10kfy06.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,27-Aug-07,https://www.sec.gov/Archives/edgar/data/7084/000000708407000166/adm10kfy07.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,29-Aug-08,https://www.sec.gov/Archives/edgar/data/7084/000000708408000044/adm10kfy08.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,26-Aug-09,https://www.sec.gov/Archives/edgar/data/7084/000000708409000051/adm10kfy09.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,30-Aug-10,https://www.sec.gov/Archives/edgar/data/7084/000000708410000043/adm10kfy10.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,25-Aug-11,https://www.sec.gov/Archives/edgar/data/7084/000000708411000028/adm10kfy11.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,27-Aug-12,https://www.sec.gov/Archives/edgar/data/7084/000000708412000034/adm10kfy12.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,26-Feb-14,https://www.sec.gov/Archives/edgar/data/7084/000000708414000011/adm-20131231x10k.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,20-Feb-15,https://www.sec.gov/Archives/edgar/data/7084/000000708415000005/adm-20141231x10k.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,19-Feb-16,https://www.sec.gov/Archives/edgar/data/7084/000000708416000046/adm-20151231x10k.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,17-Feb-17,https://www.sec.gov/Archives/edgar/data/7084/000000708417000008/adm-20161231x10k.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,16-Feb-18,https://www.sec.gov/Archives/edgar/data/7084/000000708418000012/adm-20171231x10k.htm
7084,ARCHER DANIELS MIDLAND CO,10-K,19-Feb-19,https://www.sec.gov/Archives/edgar/data/7084/000000708419000012/adm-20181231x10k.htm
106535,WEYERHAEUSER CO,10-K,10-Mar-00,https://www.sec.gov/index.htm
106535,WEYERHAEUSER CO,10-K,16-Mar-01,https://www.sec.gov/Archives/edgar/data/106535/000010653501500006/f10k2000.txt
106535,WEYERHAEUSER CO,10-K,5-Mar-03,https://www.sec.gov/Archives/edgar/data/106535/000089102003000649/v88083e10vk.htm
106535,WEYERHAEUSER CO,10-K,5-Mar-04,https://www.sec.gov/Archives/edgar/data/106535/000095012404000703/v96705e10vk.htm
106535,WEYERHAEUSER CO,10-K,3-Mar-05,https://www.sec.gov/Archives/edgar/data/106535/000119312505041798/d10k.htm
106535,WEYERHAEUSER CO,10-K,22-Feb-06,https://www.sec.gov/Archives/edgar/data/106535/000119312506036731/d10k.htm
106535,WEYERHAEUSER CO,10-K,1-Mar-07,https://www.sec.gov/Archives/edgar/data/106535/000119312507044292/d10k.htm
106535,WEYERHAEUSER CO,10-K,28-Feb-08,https://www.sec.gov/Archives/edgar/data/106535/000119312508042058/d10k.htm
106535,WEYERHAEUSER CO,10-K,27-Feb-09,https://www.sec.gov/Archives/edgar/data/106535/000119312509039546/d10k.htm
106535,WEYERHAEUSER CO,10-K,26-Feb-10,https://www.sec.gov/Archives/edgar/data/106535/000119312510041278/d10k.htm
106535,WEYERHAEUSER CO,10-K,25-Feb-11,https://www.sec.gov/Archives/edgar/data/106535/000119312511047563/d10k.htm
106535,WEYERHAEUSER CO,10-K,22-Feb-12,https://www.sec.gov/Archives/edgar/data/106535/000010653512000016/wy-123111x10k.htm
106535,WEYERHAEUSER CO,10-K,19-Feb-13,https://www.sec.gov/Archives/edgar/data/106535/000010653513000011/wy-123112x10k.htm
106535,WEYERHAEUSER CO,10-K,18-Feb-14,https://www.sec.gov/Archives/edgar/data/106535/000010653514000010/wy-123113x10k.htm
106535,WEYERHAEUSER CO,10-K,13-Feb-15,https://www.sec.gov/Archives/edgar/data/106535/000010653515000006/wy-123114x10k.htm
106535,WEYERHAEUSER CO,10-K,17-Feb-16,https://www.sec.gov/Archives/edgar/data/106535/000010653516000046/wy-123115x10k.htm
106535,WEYERHAEUSER CO,10-K,24-Feb-17,https://www.sec.gov/Archives/edgar/data/106535/000010653517000007/wy-123116x10k.htm
106535,WEYERHAEUSER CO,10-K,16-Feb-18,https://www.sec.gov/Archives/edgar/data/106535/000010653518000013/wy-123117x10k.htm
106535,WEYERHAEUSER CO,10-K,15-Feb-19,https://www.sec.gov/Archives/edgar/data/106535/000010653519000014/wy-123118x10k.htm
