4447,4447,AMERADA HESS CORP,10-K,2001/3/28,https://www.sec.gov/Archives/edgar/data/4447/0000950123-01-002755-index.htm
4447,4447,AMERADA HESS CORP,10-K,2003/3/26,https://www.sec.gov/Archives/edgar/data/4447/0000950123-03-003289-index.htm
4447,4447,AMERADA HESS CORP,10-K,2002/3/27,https://www.sec.gov/Archives/edgar/data/4447/0000950123-02-003005-index.htm
4447,4447,HESS CORP,10-K,2017/2/23,https://www.sec.gov/Archives/edgar/data/4447/0001564590-17-002225-index.htm
4447,4447,HESS CORP,10-K,2012/2/27,https://www.sec.gov/Archives/edgar/data/4447/0001193125-12-081827-index.htm
4447,4447,HESS CORP,10-K,2014/2/28,https://www.sec.gov/Archives/edgar/data/4447/0001193125-14-077565-index.htm
4447,4447,AMERADA HESS CORP,10-K,2006/3/9,https://www.sec.gov/Archives/edgar/data/4447/0000950123-06-002849-index.htm
4447,4447,HESS CORP,10-K,2007/3/1,https://www.sec.gov/Archives/edgar/data/4447/0000950123-07-003008-index.htm
4447,4447,HESS CORP,10-K,2015/2/27,https://www.sec.gov/Archives/edgar/data/4447/0001564590-15-001040-index.htm
4447,4447,HESS CORP,10-K,2011/2/25,https://www.sec.gov/Archives/edgar/data/4447/0000950123-11-018415-index.htm
4447,4447,HESS CORP,10-K,2010/2/26,https://www.sec.gov/Archives/edgar/data/4447/0000950123-10-018336-index.htm
4447,4447,HESS CORP,10-K,2008/2/27,https://www.sec.gov/Archives/edgar/data/4447/0000950123-08-002199-index.htm
4447,4447,HESS CORP,10-K,2018/2/21,https://www.sec.gov/Archives/edgar/data/4447/0001564590-18-002698-index.htm
4447,4447,HESS CORP,10-K,2016/2/26,https://www.sec.gov/Archives/edgar/data/4447/0001564590-16-013433-index.htm
4447,4447,HESS CORP,10-K,2019/2/21,https://www.sec.gov/Archives/edgar/data/4447/0001564590-19-003671-index.htm
4447,4447,HESS CORP,10-K,2013/2/28,https://www.sec.gov/Archives/edgar/data/4447/0001193125-13-084779-index.htm
59880,59880,LITTON INDUSTRIES INC,10-K,2000/10/11,https://www.sec.gov/Archives/edgar/data/59880/0000950148-00-002101-index.htm
59880,59880,LITTON INDUSTRIES INC,10-K,1996/10/11,https://www.sec.gov/Archives/edgar/data/59880/0000950148-96-002222-index.htm
59880,59880,LITTON INDUSTRIES INC,10-K,1998/10/13,https://www.sec.gov/Archives/edgar/data/59880/0000950148-98-002296-index.htm
59880,59880,LITTON INDUSTRIES INC,10-K,1997/10/10,https://www.sec.gov/Archives/edgar/data/59880/0000950148-97-002515-index.htm
59880,59880,LITTON INDUSTRIES INC,10-K,1994/10/14,https://www.sec.gov/Archives/edgar/data/59880/0000950148-94-000418-index.htm
59880,59880,LITTON INDUSTRIES INC,10-K,1999/10/8,https://www.sec.gov/Archives/edgar/data/59880/0000950150-99-001118-index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,1998/3/30,https://www.sec.gov/Archives/edgar/data/72945/0000072945-98-000003-index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,1995/3/21,https://www.sec.gov/Archives/edgar/data/72945/0000072945-95-000004-index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,2001/3/1,https://www.sec.gov/Archives/edgar/data/72945/0000072945-01-500005-index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,1996/2/22,https://www.sec.gov/Archives/edgar/data/72945/0000072945-96-000004-index.htm
72945,72945,NORTHROP CORP,10-K,1994/2/28,https://www.sec.gov/Archives/edgar/data/72945/0000072945-94-000004-index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,1999/3/23,https://www.sec.gov/Archives/edgar/data/72945/0000072945-99-000005-index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,2000/2/24,https://www.sec.gov/Archives/edgar/data/72945/0000072945-00-000006-index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,1997/2/25,https://www.sec.gov/Archives/edgar/data/72945/0000072945-97-000003-index.htm
81371,81371,QUAKER OATS CO,10-K,1999/3/18,https://www.sec.gov/Archives/edgar/data/81371/0000081371-99-000002-index.htm
81371,81371,QUAKER OATS CO,10-K,2000/3/21,https://www.sec.gov/Archives/edgar/data/81371/0000081371-00-000006-index.htm
81371,81371,QUAKER OATS CO,10-K,1995/9/27,https://www.sec.gov/Archives/edgar/data/81371/0000081371-95-000046-index.htm
81371,81371,QUAKER OATS CO,10-K,1998/3/23,https://www.sec.gov/Archives/edgar/data/81371/0000081371-98-000003-index.htm
81371,81371,QUAKER OATS CO,10-K,1994/9/22,https://www.sec.gov/Archives/edgar/data/81371/0000081371-94-000018-index.htm
83604,83604,REYNOLDS METALS CO,10-K,1999/3/26,https://www.sec.gov/Archives/edgar/data/83604/0000083604-99-000014-index.htm
83604,83604,REYNOLDS METALS CO,10-K,1997/3/21,https://www.sec.gov/Archives/edgar/data/83604/0000083604-97-000004-index.htm
83604,83604,REYNOLDS METALS CO,10-K,1994/3/15,https://www.sec.gov/Archives/edgar/data/83604/0000083604-94-000014-index.htm
