4447,4447,AMERADA HESS CORP,10-K,2001/3/28,https://www.sec.gov/Archives/edgar/data/4447/0000950123-01-002755-index.htm,2019-08-10 09:22:49,2019-08-10 09:23:02,2001-03-28,2000-12-31,https://www.sec.gov/Archives/edgar/data/4447/000095012301002755/y45625ke10-k.txt
4447,4447,AMERADA HESS CORP,10-K,2003/3/26,https://www.sec.gov/Archives/edgar/data/4447/0000950123-03-003289-index.htm,2019-08-10 09:23:02,2019-08-10 09:23:14,2003-03-26,2002-12-31,https://www.sec.gov/Archives/edgar/data/4447/000095012303003289/y83989e10vk.htm
4447,4447,AMERADA HESS CORP,10-K,2002/3/27,https://www.sec.gov/Archives/edgar/data/4447/0000950123-02-003005-index.htm,2019-08-10 09:23:14,2019-08-10 09:23:24,2002-03-27,2001-12-31,https://www.sec.gov/Archives/edgar/data/4447/000095012302003005/y57862e10-k.htm
4447,4447,HESS CORP,10-K,2017/2/23,https://www.sec.gov/Archives/edgar/data/4447/0001564590-17-002225-index.htm,2019-08-10 09:23:24,2019-08-10 09:23:35,2017-02-23,2016-12-31,https://www.sec.gov/Archives/edgar/data/4447/000156459017002225/hes-10k_20161231.htm
4447,4447,HESS CORP,10-K,2012/2/27,https://www.sec.gov/Archives/edgar/data/4447/0001193125-12-081827-index.htm,2019-08-10 09:23:35,2019-08-10 09:23:46,2012-02-27,2011-12-31,https://www.sec.gov/Archives/edgar/data/4447/000119312512081827/d270298d10k.htm
4447,4447,HESS CORP,10-K,2014/2/28,https://www.sec.gov/Archives/edgar/data/4447/0001193125-14-077565-index.htm,2019-08-10 09:23:46,2019-08-10 09:23:57,2014-02-28,2013-12-31,https://www.sec.gov/Archives/edgar/data/4447/000119312514077565/d652042d10k.htm
4447,4447,AMERADA HESS CORP,10-K,2006/3/9,https://www.sec.gov/Archives/edgar/data/4447/0000950123-06-002849-index.htm,2019-08-10 09:23:58,2019-08-10 09:24:08,2006-03-09,2005-12-31,https://www.sec.gov/Archives/edgar/data/4447/000095012306002849/y17683e10vk.htm
4447,4447,HESS CORP,10-K,2007/3/1,https://www.sec.gov/Archives/edgar/data/4447/0000950123-07-003008-index.htm,2019-08-10 09:24:08,2019-08-10 09:24:18,2007-03-01,2006-12-31,https://www.sec.gov/Archives/edgar/data/4447/000095012307003008/y30212e10vk.htm
4447,4447,HESS CORP,10-K,2015/2/27,https://www.sec.gov/Archives/edgar/data/4447/0001564590-15-001040-index.htm,2019-08-10 09:24:18,2019-08-10 09:24:30,2015-02-27,2014-12-31,https://www.sec.gov/Archives/edgar/data/4447/000156459015001040/hes-10k_20141231.htm
4447,4447,HESS CORP,10-K,2011/2/25,https://www.sec.gov/Archives/edgar/data/4447/0000950123-11-018415-index.htm,2019-08-10 09:24:30,2019-08-10 09:24:42,2011-02-25,2010-12-31,https://www.sec.gov/Archives/edgar/data/4447/000095012311018415/y87868e10vk.htm
4447,4447,HESS CORP,10-K,2010/2/26,https://www.sec.gov/Archives/edgar/data/4447/0000950123-10-018336-index.htm,2019-08-10 09:24:42,2019-08-10 09:24:53,2010-02-26,2009-12-31,https://www.sec.gov/Archives/edgar/data/4447/000095012310018336/y80747e10vk.htm
4447,4447,HESS CORP,10-K,2008/2/27,https://www.sec.gov/Archives/edgar/data/4447/0000950123-08-002199-index.htm,2019-08-10 09:24:53,2019-08-10 09:25:03,2008-02-27,2007-12-31,https://www.sec.gov/Archives/edgar/data/4447/000095012308002199/y50075e10vk.htm
4447,4447,HESS CORP,10-K,2018/2/21,https://www.sec.gov/Archives/edgar/data/4447/0001564590-18-002698-index.htm,2019-08-10 09:25:03,2019-08-10 09:25:14,2018-02-21,2017-12-31,https://www.sec.gov/Archives/edgar/data/4447/000156459018002698/hes-10k_20171231.htm
4447,4447,HESS CORP,10-K,2016/2/26,https://www.sec.gov/Archives/edgar/data/4447/0001564590-16-013433-index.htm,2019-08-10 09:25:14,2019-08-10 09:25:25,2016-02-26,2015-12-31,https://www.sec.gov/Archives/edgar/data/4447/000156459016013433/hes-10k_20151231.htm
4447,4447,HESS CORP,10-K,2019/2/21,https://www.sec.gov/Archives/edgar/data/4447/0001564590-19-003671-index.htm,2019-08-10 09:25:25,2019-08-10 09:25:35,2019-02-21,2018-12-31,https://www.sec.gov/Archives/edgar/data/4447/000156459019003671/hes-10k_20181231.htm
4447,4447,HESS CORP,10-K,2013/2/28,https://www.sec.gov/Archives/edgar/data/4447/0001193125-13-084779-index.htm,2019-08-10 09:25:35,2019-08-10 09:25:47,2013-02-28,2012-12-31,https://www.sec.gov/Archives/edgar/data/4447/000119312513084779/d457291d10k.htm
59880,59880,LITTON INDUSTRIES INC,10-K,2000/10/11,https://www.sec.gov/Archives/edgar/data/59880/0000950148-00-002101-index.htm,2019-08-10 09:25:47,2019-08-10 09:25:59,2000-10-11,2000-07-31,https://www.sec.gov/Archives/edgar/data/59880/000095014800002101/v66000e10-k.txt
59880,59880,LITTON INDUSTRIES INC,10-K,1996/10/11,https://www.sec.gov/Archives/edgar/data/59880/0000950148-96-002222-index.htm,2019-08-10 09:25:59,2019-08-10 09:26:10,1996-10-11,1996-07-31,https://www.sec.gov/index.htm
59880,59880,LITTON INDUSTRIES INC,10-K,1998/10/13,https://www.sec.gov/Archives/edgar/data/59880/0000950148-98-002296-index.htm,2019-08-10 09:26:10,2019-08-10 09:26:22,1998-10-13,1998-07-31,https://www.sec.gov/index.htm
59880,59880,LITTON INDUSTRIES INC,10-K,1997/10/10,https://www.sec.gov/Archives/edgar/data/59880/0000950148-97-002515-index.htm,2019-08-10 09:26:22,2019-08-10 09:26:34,1997-10-10,1997-07-31,https://www.sec.gov/index.htm
59880,59880,LITTON INDUSTRIES INC,10-K,1994/10/14,https://www.sec.gov/Archives/edgar/data/59880/0000950148-94-000418-index.htm,2019-08-10 09:26:34,2019-08-10 09:26:46,1994-10-14,1994-07-31,https://www.sec.gov/index.htm
59880,59880,LITTON INDUSTRIES INC,10-K,1999/10/8,https://www.sec.gov/Archives/edgar/data/59880/0000950150-99-001118-index.htm,2019-08-10 09:26:46,2019-08-10 09:26:57,1999-10-08,1999-07-31,https://www.sec.gov/index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,1998/3/30,https://www.sec.gov/Archives/edgar/data/72945/0000072945-98-000003-index.htm,2019-08-10 09:26:57,2019-08-10 09:27:08,1998-03-30,1997-12-31,https://www.sec.gov/index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,1995/3/21,https://www.sec.gov/Archives/edgar/data/72945/0000072945-95-000004-index.htm,2019-08-10 09:27:08,2019-08-10 09:27:19,1995-03-21,1994-12-31,https://www.sec.gov/index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,2001/3/1,https://www.sec.gov/Archives/edgar/data/72945/0000072945-01-500005-index.htm,2019-08-10 09:27:20,2019-08-10 09:27:28,2001-03-01,2000-12-31,https://www.sec.gov/Archives/edgar/data/72945/000007294501500005/form10k2000.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,1996/2/22,https://www.sec.gov/Archives/edgar/data/72945/0000072945-96-000004-index.htm,2019-08-10 09:27:28,2019-08-10 09:27:38,1996-02-22,1995-12-31,https://www.sec.gov/index.htm
72945,72945,NORTHROP CORP,10-K,1994/2/28,https://www.sec.gov/Archives/edgar/data/72945/0000072945-94-000004-index.htm,2019-08-10 09:27:38,2019-08-10 09:27:55,1994-02-28,1993-12-31,https://www.sec.gov/index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,1999/3/23,https://www.sec.gov/Archives/edgar/data/72945/0000072945-99-000005-index.htm,2019-08-10 09:27:55,2019-08-10 09:28:05,1999-03-23,1998-12-31,https://www.sec.gov/index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,2000/2/24,https://www.sec.gov/Archives/edgar/data/72945/0000072945-00-000006-index.htm,2019-08-10 09:28:05,2019-08-10 09:28:14,2000-02-24,1999-12-31,https://www.sec.gov/index.htm
72945,72945,NORTHROP GRUMMAN CORP,10-K,1997/2/25,https://www.sec.gov/Archives/edgar/data/72945/0000072945-97-000003-index.htm,2019-08-10 09:28:14,2019-08-10 09:28:26,1997-02-25,1996-12-31,https://www.sec.gov/index.htm
81371,81371,QUAKER OATS CO,10-K,1999/3/18,https://www.sec.gov/Archives/edgar/data/81371/0000081371-99-000002-index.htm,2019-08-10 09:28:26,2019-08-10 09:28:37,1999-03-18,1998-12-31,https://www.sec.gov/index.htm
81371,81371,QUAKER OATS CO,10-K,2000/3/21,https://www.sec.gov/Archives/edgar/data/81371/0000081371-00-000006-index.htm,2019-08-10 09:28:38,2019-08-10 09:28:49,2000-03-21,1999-12-31,https://www.sec.gov/index.htm
81371,81371,QUAKER OATS CO,10-K,1995/9/27,https://www.sec.gov/Archives/edgar/data/81371/0000081371-95-000046-index.htm,2019-08-10 09:28:49,2019-08-10 09:28:58,1995-09-27,1995-06-30,https://www.sec.gov/index.htm
81371,81371,QUAKER OATS CO,10-K,1998/3/23,https://www.sec.gov/Archives/edgar/data/81371/0000081371-98-000003-index.htm,2019-08-10 09:28:58,2019-08-10 09:29:10,1998-03-23,1997-12-31,https://www.sec.gov/index.htm
81371,81371,QUAKER OATS CO,10-K,1994/9/22,https://www.sec.gov/Archives/edgar/data/81371/0000081371-94-000018-index.htm,2019-08-10 09:29:10,2019-08-10 09:29:20,1994-09-22,1994-06-30,https://www.sec.gov/index.htm
83604,83604,REYNOLDS METALS CO,10-K,1999/3/26,https://www.sec.gov/Archives/edgar/data/83604/0000083604-99-000014-index.htm,2019-08-10 09:29:20,2019-08-10 09:29:34,1999-03-26,1998-12-31,https://www.sec.gov/index.htm
83604,83604,REYNOLDS METALS CO,10-K,1997/3/21,https://www.sec.gov/Archives/edgar/data/83604/0000083604-97-000004-index.htm,2019-08-10 09:29:34,2019-08-10 09:29:46,1997-03-21,1996-12-31,https://www.sec.gov/index.htm
83604,83604,REYNOLDS METALS CO,10-K,1994/3/15,https://www.sec.gov/Archives/edgar/data/83604/0000083604-94-000014-index.htm,2019-08-10 09:29:46,2019-08-10 09:29:57,1994-03-15,1993-12-31,https://www.sec.gov/index.htm
94845,94845,LEVI STRAUSS & CO,10-K,2008/2/12,https://www.sec.gov/Archives/edgar/data/94845/0000950134-08-002299-index.htm,2019-08-10 09:29:57,2019-08-10 09:30:06,2008-02-12,2007-11-25,https://www.sec.gov/Archives/edgar/data/94845/000095013408002299/f37372e10vk.htm
94845,94845,LEVI STRAUSS & CO,10-K,2004/3/1,https://www.sec.gov/Archives/edgar/data/94845/0001193125-04-032389-index.htm,2019-08-10 09:30:06,2019-08-10 09:30:17,2004-03-01,2003-11-30,https://www.sec.gov/Archives/edgar/data/94845/000119312504032389/d10k.htm
